Timestamp,Air,Air Pess,Snow Depth,Precip
2004-02-27 16:00:00,12.34,1017.0,6999.0,0.066
2004-02-27 17:00:00,12.03,1017.0,6999.0,0.0
2004-02-27 18:00:00,11.64,1017.0,6999.0,0.0
2004-02-27 19:00:00,11.17,1016.0,6999.0,0.0
2004-02-27 20:00:00,10.55,1016.0,6999.0,0.0
2004-02-27 21:00:00,10.22,1016.0,6999.0,0.0
2004-02-27 22:00:00,10.06,1015.0,6999.0,0.0
2004-02-27 23:00:00,9.83,1015.0,6999.0,0.076
2004-02-28 00:00:00,9.67,1014.0,6999.0,0.0
2004-02-28 01:00:00,9.47,1013.0,6999.0,0.977
2004-02-28 02:00:00,9.17,1012.0,6999.0,0.783
2004-02-28 03:00:00,9.04,1011.0,6999.0,0.504
2004-02-28 04:00:00,8.88,1010.0,6999.0,1.561
2004-02-28 05:00:00,9.13,1009.0,6999.0,0.924
2004-02-28 06:00:00,8.97,1008.0,6999.0,1.424
2004-02-28 07:00:00,8.6,1007.0,6999.0,2.896
2004-02-28 08:00:00,8.41,1007.0,6999.0,4.305
2004-02-28 09:00:00,8.33,1006.0,6999.0,2.153
2004-02-28 10:00:00,8.35,1005.0,6999.0,1.01
2004-02-28 11:00:00,8.52,1004.0,6999.0,1.127
2004-02-28 12:00:00,9.25,1003.0,6999.0,0.313
2004-02-28 13:00:00,9.22,1002.0,6999.0,1.753
2004-02-28 14:00:00,9.09,1001.0,6999.0,2.474
2004-02-28 15:00:00,9.79,1000.0,6999.0,0.292
2004-02-28 16:00:00,10.65,999.0,6999.0,0.481
2004-02-28 17:00:00,10.52,998.0,6999.0,0.0
2004-02-28 18:00:00,10.76,997.0,6999.0,0.595
2004-02-28 19:00:00,10.55,997.0,6999.0,0.423
2004-02-28 20:00:00,10.32,996.0,6999.0,1.847
2004-02-28 21:00:00,10.22,996.0,6999.0,1.597
2004-02-28 22:00:00,10.1,996.0,6999.0,2.442
2004-02-28 23:00:00,9.97,996.0,6999.0,1.017
2004-02-29 00:00:00,9.82,996.0,6999.0,1.941
2004-02-29 01:00:00,9.86,995.0,6999.0,2.426
2004-02-29 02:00:00,9.79,995.0,6999.0,0.657
2004-02-29 03:00:00,9.89,995.0,6999.0,0.329
2004-02-29 04:00:00,9.78,995.0,6999.0,1.036
2004-02-29 05:00:00,9.64,995.0,6999.0,0.809
2004-02-29 06:00:00,9.87,995.0,6999.0,0.022
2004-02-29 07:00:00,9.77,996.0,6999.0,0.704
2004-02-29 08:00:00,9.74,996.0,6999.0,0.535
2004-02-29 09:00:00,10.16,997.0,6999.0,0.2
2004-02-29 10:00:00,11.03,997.0,6999.0,0.042
2004-02-29 11:00:00,13.48,998.0,6999.0,0.011
2004-02-29 12:00:00,14.17,998.0,6999.0,0.177
2004-02-29 13:00:00,14.31,998.0,6999.0,0.267
2004-02-29 14:00:00,15.23,998.0,6999.0,0.408
2004-02-29 15:00:00,16.03,998.0,6999.0,0.061
2004-02-29 16:00:00,16.42,998.0,6999.0,0.376
2004-02-29 17:00:00,18.28,998.0,6999.0,0.233
2004-02-29 18:00:00,15.19,999.0,6999.0,0.051
2004-02-29 19:00:00,14.59,999.0,6999.0,0.496
2004-02-29 20:00:00,13.14,1000.0,6999.0,0.0
2004-02-29 21:00:00,12.33,1000.0,6999.0,0.0
2004-02-29 22:00:00,11.87,1001.0,6999.0,0.0
2004-02-29 23:00:00,11.21,1002.0,6999.0,0.0
2004-03-01 00:00:00,10.35,1002.0,6999.0,0.0
2004-03-01 01:00:00,9.49,1002.0,6999.0,0.0
2004-03-01 02:00:00,9.58,1002.0,6999.0,0.0
2004-03-01 03:00:00,9.59,1002.0,6999.0,0.0
2004-03-01 04:00:00,9.38,1003.0,6999.0,0.0
2004-03-01 05:00:00,8.86,1003.0,6999.0,0.0
2004-03-01 06:00:00,8.57,1003.0,6999.0,0.046
2004-03-01 07:00:00,8.34,1003.0,6999.0,0.0
2004-03-01 08:00:00,8.39,1003.0,6999.0,0.0
2004-03-01 09:00:00,8.72,1004.0,6999.0,0.11
2004-03-01 10:00:00,10.91,1004.0,6999.0,0.125
2004-03-01 11:00:00,10.23,1004.0,6999.0,0.094
2004-03-01 12:00:00,12.12,1005.0,6999.0,0.509
2004-03-01 13:00:00,12.72,1004.0,6999.0,0.253
2004-03-01 14:00:00,12.25,1004.0,6999.0,0.263
2004-03-01 15:00:00,10.62,1004.0,6999.0,0.0
2004-03-01 16:00:00,11.76,1004.0,6999.0,0.141
2004-03-01 17:00:00,11.51,1004.0,6999.0,0.219
2004-03-01 18:00:00,11.41,1004.0,6999.0,0.0
2004-03-01 19:00:00,11.35,1004.0,6999.0,0.219
2004-03-01 20:00:00,10.98,1004.0,6999.0,0.0
2004-03-01 21:00:00,10.55,1005.0,6999.0,1.412
2004-03-01 22:00:00,9.71,1005.0,6999.0,1.911
2004-03-01 23:00:00,9.9,1005.0,6999.0,5.162
2004-03-02 00:00:00,9.85,1006.0,6999.0,1.385
2004-03-02 01:00:00,9.03,1006.0,6999.0,1.393
2004-03-02 02:00:00,9.28,1006.0,6999.0,0.468
2004-03-02 03:00:00,8.7,1006.0,6999.0,0.259
2004-03-02 04:00:00,8.51,1006.0,6999.0,0.0
2004-03-02 05:00:00,8.33,1006.0,6999.0,0.0
2004-03-02 06:00:00,8.36,1006.0,6999.0,0.0
2004-03-02 07:00:00,8.33,1007.0,6999.0,0.12
2004-03-02 08:00:00,8.23,1008.0,6999.0,0.034
2004-03-02 09:00:00,9.06,1009.0,6999.0,0.11
2004-03-02 10:00:00,10.33,1010.0,6999.0,0.25
2004-03-02 11:00:00,10.93,1011.0,6999.0,0.25
2004-03-02 12:00:00,11.6,1011.0,6999.0,0.016
2004-03-02 13:00:00,11.96,1011.0,6999.0,0.092
2004-03-02 14:00:00,13.32,1012.0,6999.0,0.0
2004-03-02 15:00:00,15.84,1012.0,6999.0,0.171
2004-03-02 16:00:00,14.77,1012.0,6999.0,0.0
2004-03-02 17:00:00,13.78,1013.0,6999.0,0.0
2004-03-02 18:00:00,12.51,1013.0,6999.0,0.065
2004-03-02 19:00:00,11.63,1013.0,6999.0,0.591
2004-03-02 20:00:00,11.11,1014.0,6999.0,0.0
2004-03-02 21:00:00,10.41,1015.0,6999.0,0.0
2004-03-02 22:00:00,9.71,1016.0,6999.0,0.0
2004-03-02 23:00:00,8.52,1017.0,6999.0,0.0
2004-03-03 00:00:00,8.63,1017.0,6999.0,0.317
2004-03-03 01:00:00,7.63,1017.0,6999.0,0.0
2004-03-03 02:00:00,7.22,1018.0,6999.0,0.0
2004-03-03 03:00:00,6.856,1019.0,6999.0,0.186
2004-03-03 04:00:00,5.36,1019.0,6999.0,0.0
2004-03-03 05:00:00,4.802,1019.0,6999.0,0.0
2004-03-03 06:00:00,3.257,1020.0,6999.0,0.0
2004-03-03 07:00:00,3.086,1020.0,6999.0,0.012
2004-03-03 08:00:00,2.863,1021.0,6999.0,0.0
2004-03-03 09:00:00,3.389,1022.0,6999.0,0.0
2004-03-03 10:00:00,8.56,1022.0,6999.0,0.338
2004-03-03 11:00:00,9.43,1022.0,6999.0,0.23
2004-03-03 12:00:00,11.34,1023.0,6999.0,0.424
2004-03-03 13:00:00,12.86,1023.0,6999.0,0.603
2004-03-03 14:00:00,14.62,1023.0,6999.0,0.252
2004-03-03 15:00:00,15.86,1023.0,6999.0,0.0
2004-03-03 16:00:00,17.31,1022.0,6999.0,0.51
2004-03-03 17:00:00,17.13,1022.0,6999.0,0.128
2004-03-03 18:00:00,16.48,1022.0,6999.0,0.0
2004-03-03 19:00:00,14.36,1023.0,6999.0,0.358
2004-03-03 20:00:00,13.63,1023.0,6999.0,0.0
2004-03-03 21:00:00,10.75,1024.0,6999.0,0.0
2004-03-03 22:00:00,10.25,1025.0,6999.0,0.0
2004-03-03 23:00:00,9.05,1025.0,6999.0,0.0
2004-03-04 00:00:00,8.64,1025.0,6999.0,0.0
2004-03-04 01:00:00,9.24,1026.0,6999.0,0.0
2004-03-04 02:00:00,8.35,1025.0,6999.0,0.0
2004-03-04 03:00:00,8.38,1025.0,6999.0,0.0
2004-03-04 04:00:00,7.74,1025.0,6999.0,0.0
2004-03-04 05:00:00,8.48,1025.0,6999.0,0.0
2004-03-04 06:00:00,8.93,1025.0,6999.0,0.0
2004-03-04 07:00:00,8.77,1025.0,6999.0,0.002
2004-03-04 08:00:00,8.38,1025.0,6999.0,0.0
2004-03-04 09:00:00,8.23,1026.0,6999.0,0.141
2004-03-04 10:00:00,15.41,1026.0,6999.0,0.219
2004-03-04 11:00:00,16.44,1026.0,6999.0,11.73
2004-03-04 12:00:00,17.36,1026.0,6999.0,0.0
2004-03-04 13:00:00,18.03,1026.0,6999.0,0.237
2004-03-04 14:00:00,18.4,1025.0,6999.0,13.18
2004-03-04 15:00:00,18.55,1025.0,6999.0,0.0
2004-03-04 16:00:00,18.23,1024.0,6999.0,0.304
2004-03-04 17:00:00,18.7,1024.0,6999.0,0.177
2004-03-04 18:00:00,15.58,1025.0,6999.0,0.0
2004-03-04 19:00:00,12.91,1025.0,6999.0,0.274
2004-03-04 20:00:00,12.12,1025.0,6999.0,0.0
2004-03-04 21:00:00,10.76,1025.0,6999.0,0.0
2004-03-04 22:00:00,10.86,1025.0,6999.0,0.0
2004-03-04 23:00:00,10.45,1025.0,6999.0,0.0
2004-03-05 00:00:00,9.87,1024.0,6999.0,0.0
2004-03-05 01:00:00,9.45,1024.0,6999.0,0.0
2004-03-05 02:00:00,8.99,1024.0,6999.0,0.0
2004-03-05 03:00:00,9.23,1024.0,6999.0,0.0
2004-03-05 04:00:00,8.43,1023.0,6999.0,0.0
2004-03-05 05:00:00,8.62,1023.0,6999.0,0.0
2004-03-05 06:00:00,8.17,1022.0,6999.0,0.0
2004-03-05 07:00:00,7.61,1022.0,6999.0,0.0
2004-03-05 08:00:00,8.11,1022.0,6999.0,0.069
2004-03-05 09:00:00,7.89,1022.0,6999.0,0.0
2004-03-05 11:00:00,9.91,1023.0,6999.0,0.218
2004-03-05 12:00:00,11.05,1023.0,6999.0,0.26
2004-03-05 13:00:00,13.64,1022.0,6999.0,0.0
2004-03-05 14:00:00,11.68,1022.0,6999.0,0.12
2004-03-05 15:00:00,11.35,1021.0,6999.0,0.0
2004-03-05 16:00:00,11.51,1021.0,6999.0,0.235
2004-03-05 17:00:00,11.01,1021.0,6999.0,0.513
2004-03-05 18:00:00,10.33,1020.0,6999.0,0.0
2004-03-05 19:00:00,10.95,1020.0,6999.0,0.0
2004-03-05 20:00:00,10.35,1019.0,6999.0,0.0
2004-03-05 21:00:00,10.45,1019.0,6999.0,0.0
2004-03-05 22:00:00,10.54,1019.0,6999.0,0.596
2004-03-05 23:00:00,10.6,1019.0,6999.0,0.0
2004-03-06 00:00:00,10.44,1018.0,6999.0,0.893
2004-03-06 01:00:00,10.79,1018.0,6999.0,1.096
2004-03-06 02:00:00,10.84,1017.0,6999.0,1.377
2004-03-06 03:00:00,10.94,1018.0,6999.0,0.712
2004-03-06 04:00:00,11.47,1017.0,6999.0,1.409
2004-03-06 05:00:00,11.46,1017.0,6999.0,1.033
2004-03-06 06:00:00,11.55,1017.0,6999.0,0.877
2004-03-06 07:00:00,11.59,1017.0,6999.0,0.532
2004-03-06 08:00:00,12.0,1018.0,6999.0,0.125
2004-03-06 09:00:00,11.76,1018.0,6999.0,0.125
2004-03-06 10:00:00,13.7,1018.0,6999.0,0.297
2004-03-06 11:00:00,13.15,1019.0,6999.0,0.006
2004-03-06 12:00:00,12.07,1019.0,6999.0,0.675
2004-03-06 13:00:00,13.85,1019.0,6999.0,0.0
2004-03-06 14:00:00,15.07,1019.0,6999.0,0.244
2004-03-06 15:00:00,16.04,1019.0,6999.0,0.0
2004-03-06 16:00:00,15.32,1019.0,6999.0,0.653
2004-03-06 17:00:00,13.87,1019.0,6999.0,0.16
2004-03-06 18:00:00,13.95,1019.0,6999.0,0.0
2004-03-06 19:00:00,12.39,1019.0,6999.0,0.0
2004-03-06 20:00:00,12.07,1019.0,6999.0,0.031
2004-03-06 21:00:00,11.71,1019.0,6999.0,0.0
2004-03-06 22:00:00,11.19,1020.0,6999.0,0.0
2004-03-06 23:00:00,11.96,1020.0,6999.0,0.0
2004-03-07 00:00:00,10.73,1020.0,6999.0,0.0
2004-03-07 01:00:00,12.54,1020.0,6999.0,0.0
2004-03-07 02:00:00,10.39,1020.0,6999.0,0.0
2004-03-07 03:00:00,11.98,1020.0,6999.0,0.107
2004-03-07 04:00:00,11.64,1021.0,6999.0,0.096
2004-03-07 05:00:00,11.7,1021.0,6999.0,0.0
2004-03-07 06:00:00,10.65,1021.0,6999.0,0.156
2004-03-07 07:00:00,10.37,1021.0,6999.0,0.0
2004-03-07 08:00:00,9.77,1022.0,6999.0,0.0
2004-03-07 09:00:00,10.03,1022.0,6999.0,0.0
2004-03-07 10:00:00,10.09,1022.0,6999.0,0.125
2004-03-07 11:00:00,10.76,1022.0,6999.0,0.044
2004-03-07 12:00:00,10.67,1023.0,6999.0,0.2
2004-03-07 13:00:00,11.12,1022.0,6999.0,0.0
2004-03-07 14:00:00,10.79,1023.0,6999.0,0.235
2004-03-07 15:00:00,11.09,1023.0,6999.0,0.11
2004-03-07 16:00:00,11.3,1022.0,6999.0,0.0
2004-03-07 17:00:00,11.06,1022.0,6999.0,0.141
2004-03-07 18:00:00,11.06,1022.0,6999.0,0.047
2004-03-07 19:00:00,11.12,1022.0,6999.0,0.0
2004-03-07 20:00:00,13.38,1022.0,6999.0,0.219
2004-03-07 21:00:00,13.62,1022.0,6999.0,0.156
2004-03-07 22:00:00,12.08,1023.0,6999.0,0.0
2004-03-07 23:00:00,12.24,1023.0,6999.0,0.031
2004-03-08 00:00:00,11.32,1023.0,6999.0,0.0
2004-03-08 01:00:00,12.2,1023.0,6999.0,0.0
2004-03-08 02:00:00,11.32,1023.0,6999.0,0.0
2004-03-08 03:00:00,11.15,1023.0,6999.0,0.0
2004-03-08 04:00:00,11.01,1022.0,6999.0,0.0
2004-03-08 05:00:00,10.95,1023.0,6999.0,0.0
2004-03-08 06:00:00,10.7,1022.0,6999.0,0.0
2004-03-08 07:00:00,10.41,1022.0,6999.0,0.0
2004-03-08 08:00:00,12.42,1022.0,6999.0,0.116
2004-03-08 09:00:00,12.64,1023.0,6999.0,0.213
2004-03-08 10:00:00,14.18,1022.0,6999.0,0.0
2004-03-08 11:00:00,13.78,1022.0,6999.0,0.361
2004-03-08 12:00:00,14.59,1022.0,6999.0,0.0
2004-03-08 13:00:00,14.41,1022.0,6999.0,0.201
2004-03-08 14:00:00,14.16,1021.0,6999.0,0.146
2004-03-08 15:00:00,14.3,1021.0,6999.0,0.0
2004-03-08 16:00:00,14.91,1020.0,6999.0,0.0
2004-03-08 17:00:00,14.83,1019.0,6999.0,0.016
2004-03-08 18:00:00,14.71,1019.0,6999.0,0.0
2004-03-08 19:00:00,13.79,1019.0,6999.0,0.094
2004-03-08 20:00:00,14.31,1019.0,6999.0,0.0
2004-03-08 21:00:00,13.28,1018.0,6999.0,0.0
2004-03-08 22:00:00,14.45,1018.0,6999.0,0.0
2004-03-08 23:00:00,14.03,1018.0,6999.0,0.0
2004-03-09 00:00:00,13.76,1018.0,6999.0,0.0
2004-03-09 01:00:00,13.57,1018.0,6999.0,0.266
2004-03-09 02:00:00,13.78,1016.0,6999.0,0.0
2004-03-09 03:00:00,12.97,1016.0,6999.0,0.0
2004-03-09 04:00:00,13.07,1016.0,6999.0,0.0
2004-03-09 05:00:00,11.61,1016.0,6999.0,0.0
2004-03-09 06:00:00,11.08,1016.0,6999.0,0.045
2004-03-09 07:00:00,11.29,1015.0,6999.0,0.103
2004-03-09 08:00:00,11.4,1015.0,6999.0,0.579
2004-03-09 09:00:00,11.65,1015.0,6999.0,0.454
2004-03-09 10:00:00,11.34,1015.0,6999.0,0.485
2004-03-09 11:00:00,11.37,1015.0,6999.0,0.513
